YEAR,ST,STATE_NAME,TOTAL_HEALTH_SPENDING,AGEP_65plus_share,AGEP_0_17_share,SEX_female_share,MAR_ever_married_share,HICOV_uninsured_share,HINS1_employer_share,HINS2_direct_share,HINS3_medicare_share,HINS4_medicaid_share,HINS5_tricare_share,HINS6_va_share,POVPIP_lt138_share,PINCP_mean,WAGP_mean,SEMP_mean_if_positive,SSP_per_capita,RETP_positive_share,ESR_unemp_or_nilf_share,ESR_in_labor_force_share,SCHL_bach_plus_share,DOUT_diff_share,DPHY_diff_share,DIS_any_share,FER_births_per_1000_women_15_50,BROADBND_yes_share,VEH_mean_per_person,MIL_veteran_share,MIL_active_duty_share
2019,13,Georgia,6365.0,0.14352550520027318,0.23565153239161707,0.5127035063028006,0.5064876853827902,0.13987499603246475,0.5343220289895203,0.11655276426304198,0.16401154969525092,0.17321802098305775,0.04427938869912219,0.024690831287403733,0.1964303390756872,32404.9303954453,24312.454675112785,37306.65958808201,2136.2003011465213,0.09981320326033916,0.3153459177429401,0.4994888119273387,0.22601397721462166,0.047289441138400536,0.06820732300107098,0.12951306545853924,51.19266350401387,0.7937556034077196,2.1056297747579613,0.0672488041589753,0.004752471480132232
2019,15,Hawaii,7318.0,0.1899027595714867,0.21181928874926548,0.4978486755864937,0.52541260791936,0.04191833725082493,0.6243813000045202,0.12943896058400758,0.19849958188310807,0.17471777109795236,0.10887283596257288,0.02597268679654658,0.1269048332052615,36555.81831408489,25879.493082708042,33651.568196196145,2624.4370889458933,0.12669365592369933,0.3008803055643448,0.527657867377842,0.23979074379604937,0.04985973308321656,0.05983026714279257,0.11900298897075443,58.71561986863711,0.824266600370655,2.322403437598879,0.08008562920942006,0.03258557270713737
2019,16,Idaho,6050.0,0.16141046912115675,0.25148217887989527,0.4977972261781189,0.5719887077414644,0.10456642595540733,0.5362104903850727,0.17577984012892647,0.18139799055994046,0.1580675576993562,0.03764832280862755,0.030681032866739597,0.17449001575208511,29376.575389255566,20627.83483980717,32287.17321363961,2462.551423703111,0.11433551661523224,0.30049382646965833,0.49215109691029707,0.1977991846966954,0.042117662200311684,0.06502281674141679,0.14106873560838581,65.49860855712782,0.827548522297734,2.4764404204659596,0.08126621023857554,0.002289788004353507
2019,17,Illinois,7355.0,0.1613781476237709,0.2221666483451747,0.5097098514885903,0.512873958683602,0.07422240260496103,0.5917065905523761,0.12427022130442025,0.17507720476796507,0.18721460790836614,0.014256356683068676,0.01628155890143966,0.16477639638375574,37533.07324819377,28427.343765351485,38382.553207084566,2328.939474444912,0.11242804013724626,0.3043175089042056,0.5238056945406663,0.26134231220595683,0.05001396405457432,0.06394258567888546,0.11995852845459228,46.5451673034861,0.8126494211053013,1.9576854029109154,0.049666500181781294,0.0018051864842472127
2019,18,Indiana,7998.0,0.1608800902050275,0.23321225884065863,0.5069423617977965,0.5339313828026093,0.08979594989408396,0.5793015646104205,0.12136533288652672,0.18350962736060725,0.18280079718143452,0.018816826962996896,0.021884908972806736,0.1809262295240247,30631.330555645916,22868.444516733634,35718.98887688856,2620.842043314396,0.11792367420014115,0.30697025750350665,0.5083025373951738,0.19139335782154443,0.052994562416938604,0.07309328469558106,0.14188843232818182,52.32904170644656,0.785602934188564,2.1303277567173615,0.06563556533143083,6.445126042394046E-4
2019,19,Iowa,7025.0,0.17548453758553692,0.22852773472537852,0.5038610870757225,0.5488889311489127,0.048691788137822614,0.5946292792235989,0.15042772426602263,0.19269049498109392,0.19717470610794688,0.01687632920981151,0.027516029755282768,0.16278117442719178,32699.42090539988,23424.312310661888,36559.01727788501,2717.6729771447226,0.12003346993886031,0.2843708697429851,0.5325929377161204,0.20927808257819952,0.04758816761593245,0.06075934923789329,0.12892962755184512,51.68332494018101,0.7937646391363742,2.2139908147838243,0.0700979693002057,3.483282462829668E-4
2019,20,Kansas,6981.0,0.16415429301475915,0.24041383798656787,0.504753349621771,0.5545186684305228,0.09431252518609391,0.579628903715837,0.15752644582767253,0.182675468555741,0.1424257735348816,0.04396058921214809,0.024357141042812412,0.16614240689469106,31915.35491059323,23440.201703626866,30737.847197281728,2626.505093512062,0.11479435447054454,0.28444204778475646,0.5204866348083317,0.2278216491596855,0.05241213271209351,0.07253114494352479,0.14779423021342705,58.34609517700188,0.8022739739005132,2.227129653720814,0.07145333458734623,0.0065626293629866194
2019,21,Kentucky,7188.0,0.16917509405903253,0.2238742629552342,0.506958991851015,0.5611702109800785,0.06714457392024886,0.5247752017661096,0.11474183540290438,0.207341271395646,0.25987600256330307,0.030386959833452448,0.026725098278231194,0.22539227915740476,28851.976274449808,20245.994160718565,34783.29440025932,2647.174305281519,0.12239928929444926,0.3508054416695224,0.4736094159084606,0.18195355837367685,0.06666266756765771,0.09712998243157007,0.18376747805848817,48.614259999725185,0.7651784273379005,2.0976490445921177,0.06663782241896396,0.003219573142439028
2019,22,Louisiana,7215.0,0.15945382824018445,0.23343753240087645,0.5119712768515877,0.4954276313383643,0.0950758411751521,0.4649866180346989,0.10996314312916425,0.18703323915837097,0.2959634262133362,0.031190239877267094,0.022540899854887095,0.25498871320174654,28333.42570266611,20517.792451117428,37492.30560725364,2182.2371221439366,0.10029655002996476,0.3490141744288949,0.4683440479401755,0.17672927645320485,0.058515821522743316,0.08236845943270449,0.1629986185664497,54.34043481475329,0.75852791067963,1.8820771580758364,0.0620844890094076,0.004003403893568956
2019,23,Maine,8810.0,0.21310180239426518,0.18326573486920217,0.5138542134722797,0.5941071795222778,0.08076627793830139,0.534240878670924,0.14706906351081525,0.24668876635530704,0.20451759097523306,0.03912478091253463,0.035465387900122894,0.16367433113229163,33249.88332495172,22286.79132458273,30758.899352126715,3276.174241860659,0.14646573605949062,0.33354708929841426,0.5230566309480945,0.2522927931010882,0.06685329397446237,0.08223479629701268,0.1752424468759392,39.74563351455959,0.7570903994310422,2.0389090411333926,0.08801662237801776,0.0016589645085745403
2019,24,Maryland,7560.0,0.15903984332614363,0.22019177329928147,0.5155014820499927,0.5088590530759154,0.06044051289515819,0.6210226144949782,0.12328902621375924,0.17266196689206176,0.19094311971523467,0.04250456524328115,0.018830139868468064,0.13186490188035094,42959.69938832356,32829.50919499544,39975.08196578782,2230.7590047769645,0.1237921954188776,0.2858933982612378,0.543660266504347,0.2970774172632359,0.04403292929827579,0.05976035780921253,0.11654139815537706,50.78090269537269,0.8349950708605153,2.091116962856122,0.0673556986145479,0.0052052043773405145
2019,25,Massachusetts,9650.0,0.16996684658679148,0.19589820998264346,0.5136644844405581,0.5126771798285761,0.030910831667392818,0.6263418383713435,0.1405322565692028,0.18231896308206177,0.22257153896051987,0.012201372999039681,0.014560022679714466,0.1311800662255787,45726.85862334772,35271.625338139136,43608.61189733533,2361.3210759574567,0.10726640235049589,0.29048373283261536,0.5600400899353979,0.33584852991721587,0.048943467997039684,0.058980605449137996,0.12146617854210583,42.206288874569026,0.8305798343504529,1.8712264615626573,0.05079983280384499,7.619873360954649E-4
2019,26,Michigan,7275.0,0.17673167844498025,0.21425849994647966,0.5078246339163562,0.5348613682963519,0.059558677970456574,0.5987500371738576,0.1325466060042714,0.20333744640581117,0.22036122075243492,0.013667262883607926,0.02007618613143254,0.18755580459397786,32680.102906950604,23518.906915358857,32362.68328207524,2927.5502232584286,0.13939250356743868,0.33438578323490564,0.5024104180123937,0.21947445527657,0.055495237390502335,0.07328872336912404,0.14628556311560284,50.6050331952562,0.7987078417163678,2.040193326088478,0.06006083795932995,3.858070662271423E-4
2019,27,Minnesota,8407.0,0.16325090005872725,0.23136438689616629,0.5034346212660684,0.5404567177432854,0.04910923265915223,0.6219886333008963,0.15483173370177344,0.17480271762412866,0.1728926639184968,0.013907822354366384,0.022980754772651834,0.13422542463763593,39001.69978289364,29623.77117230344,35812.85368676552,2506.8528389795647,0.11479170981368997,0.2607563755933011,0.5501623155553412,0.2677096661626149,0.04309767020259478,0.0499823392732008,0.11398562884954196,52.42458971587592,0.8236097674458192,2.186217469508649,0.06213898353651444,4.911667995358563E-4
2019,28,Mississippi,6400.0,0.16387889181623636,0.23464719004324044,0.5178373125807881,0.5037872767794892,0.13658119939559477,0.4541052884112993,0.11924570980821189,0.19887613153776912,0.2423443853113537,0.04172338145704398,0.0232014593355373,0.27486728655050535,24874.238885217106,17578.42561511537,32840.37685841053,2512.969233059232,0.10531428365985708,0.3696343832247646,0.4535885132095201,0.15309112547792467,0.0665863839478467,0.09899168354810192,0.17276890370744208,51.08309408135091,0.7413600595937905,2.104471919920676,0.06532737440228967,0.004435597814491142
2019,29,Missouri,7577.0,0.17274467415340758,0.2231159371645582,0.5098507061915838,0.5515724176316202,0.1041519346540603,0.5620338030849404,0.13360189317088525,0.19889471615797366,0.1486757970928539,0.03084158380350857,0.027102069466232434,0.1883660386728773,31487.877515304455,22841.197268627835,33046.269658422396,2652.685004206974,0.1225288508476189,0.319920983187094,0.5010336577471866,0.21778096622885026,0.060259770053514274,0.08245652739225617,0.15411292808648835,50.5667268226919,0.8046944094496913,2.092465931983235,0.07544854294013714,0.002541455476137561
2019,30,Montana,7960.0,0.19538201572262903,0.2128056528109673,0.4981193475165095,0.5703307889945339,0.08375453087544842,0.48185778524632805,0.179505940429163,0.2161758569132224,0.21442900209398022,0.04081203018774713,0.042035857774018554,0.19041933872141828,31978.959093469362,21114.867867789195,34801.2935206762,2744.1670019405337,0.12440750090290033,0.31965197636927406,0.5146466338191842,0.23715589205616133,0.04789582120889464,0.06732080937294742,0.13773487103963591,52.28704046721437,0.7850666836330837,2.377054916923814,0.09612286181040403,0.003543298982576363
2019,31,Nebraska,7828.0,0.16227807163742086,0.2450310379196116,0.5013161649455544,0.5452339940695035,0.08148746283100566,0.604153312021042,0.16560156905885418,0.17581244494439643,0.12920335317058243,0.03771748255797122,0.027632743454328146,0.15850947680117122,32748.321497843266,24049.4105131906,30827.17255942294,2442.511853755774,0.10303358960467492,0.2566195962795853,0.5410844041174354,0.23542861692052555,0.04296146417922175,0.06242995272972403,0.12612489195660895,59.756544893828035,0.8213112228650833,2.2390348881931836,0.07352068436441536,0.0029678330527996163
2019,32,Nevada,6211.0,0.16150156031058166,0.22422435746760877,0.49981169784907,0.5262262690590996,0.11840601579919978,0.5323233628426612,0.10863280950705094,0.17284059638537788,0.18006685375675777,0.0388308254516979,0.03073870284492084,0.1873622634697723,32799.20674991786,23460.116693440203,39312.29271506358,2282.4921789675586,0.1106677713726188,0.3185861365463308,0.5077083758095369,0.18369751402201706,0.04400491403682151,0.06588789658705597,0.1245784304431334,54.53190446945493,0.804962475926544,2.1405708022580674,0.07725258071344439,0.002998874083000991
2019,33,New Hampshire,8837.0,0.18515993472142242,0.1888357158249069,0.5060075265994024,0.5770895432926556,0.06482627558356151,0.6177739240176773,0.13947816852257575,0.20410807884910837,0.13660182200482307,0.025532631566560837,0.025149461907714214,0.11451477556627843,40524.92265782949,29940.631001734928,39502.83404277476,2948.9252569112114,0.12949369388053786,0.29652036351842415,0.5553283013816906,0.28575851780268013,0.04779692155171209,0.06425777242369886,0.13424249711887307,40.959228121121285,0.8138986887654803,2.176285990184679,0.08042297223454102,0.001462075396904195
2019,34,New Jersey,8008.0,0.1663155145296374,0.21759059421156268,0.5106107840521313,0.5272241417938593,0.08047868825143349,0.6122207473607297,0.11781463805660541,0.1781443540388125,0.1706046594364678,0.01139628852794187,0.010835278236561028,0.1352396199585913,44585.02258339441,34753.04287838923,46197.59364622472,2555.355613874506,0.11205592314508021,0.298783408145964,0.5331901254082608,0.3033420811759262,0.04548213897698653,0.05774296654316109,0.10840423364057739,46.83293034193185,0.8466905121372094,1.958529146528052,0.04195913395232482,0.0014933254073601218
2019,35,New Mexico,6413.0,0.18038094665802504,0.2259130334424028,0.5059940510170358,0.5061013559045587,0.10150660831188428,0.43942257570836724,0.1048793201543855,0.20386879426028542,0.32777494015964104,0.04721987343746199,0.03199402526386272,0.24549498313882534,28309.164663403644,19687.483237784294,31931.25311637644,2556.4015472887872,0.1145930354835802,0.357087773967262,0.466261197265013,0.1994359101290568,0.05817355635581156,0.08385996187576573,0.16190352193717275,56.52647023123787,0.7119264374920415,2.2426382885776572,0.07549781121874984,0.006117809320645603
2019,36,New York,8925.0,0.16941880203835175,0.20652594144588746,0.5138549697919059,0.4933461282487047,0.053822433846430484,0.564055393251652,0.1280779904512084,0.18421717237270852,0.26085810202049897,0.009904921777560418,0.013270937901806255,0.17774555517110724,41649.63972986745,31750.282199747387,43576.50785565336,2462.8515051820077,0.11291778404992278,0.3209200618848138,0.5196041485669385,0.28311567224119016,0.05177977440736943,0.06832229842135329,0.12163397745019537,46.68752320579432,0.793221559795659,1.471902290793958,0.04058814733199747,0.0013894114296092114
2019,37,North Carolina,6636.0,0.16689063512458518,0.21866720365702638,0.5139448730578435,0.5302701618331813,0.11449994107598681,0.5133367543585654,0.145629077722871,0.18982790374295247,0.18095488174961222,0.05067283976749233,0.02770086509604614,0.19980036391775657,31483.921107801958,23019.713258208078,30324.25289160571,2584.857064455243,0.11810078942922272,0.3261437456069192,0.5028515217841505,0.23087439040343308,0.05142130821988077,0.07510056174225913,0.13694627159736708,52.506387772293174,0.7793543606248767,2.1548233213997903,0.07105387409177882,0.008739537173806006
2019,38,North Dakota,9514.0,0.15774175854458036,0.23254144675892513,0.49108602712115285,0.5417721917639248,0.07334967496082996,0.5931289055221228,0.1938674281095239,0.1686765643740273,0.1254911017738714,0.04921778018061523,0.03240812427335309,0.1528943839215182,36408.62606192147,25815.563691668132,44731.438202699166,2264.8802065973637,0.09574417829520433,0.24134912907348746,0.5608625020011495,0.20868380787914895,0.04360668816972897,0.05403891021990337,0.12259632418359662,90.9790333335233,0.7873375132207091,2.2442780246226683,0.07945416514666785,0.008808994543751033
2019,39,Ohio,8156.0,0.17484040687478078,0.21998614093471697,0.5092027615470823,0.5361649742067396,0.06882617139044067,0.5871439204044794,0.11558588770735129,0.19461258779546758,0.20547527183444406,0.016626686400150567,0.022158934391869348,0.18403076370293692,32546.119631964822,23727.60839996236,30623.127188727984,2543.653344568872,0.13106663472808,0.3170519543848543,0.511492672660855,0.21187602125056676,0.05491791498062298,0.07530588325876243,0.14626652180236288,56.37964458071087,0.7933738268985636,2.0472976533693785,0.06663926221864815,6.747311597984447E-4
2019,40,Oklahoma,6685.0,0.1592503457821652,0.2401741129768199,0.5049807036746037,0.5436767163570316,0.15267764155966773,0.4971143331603896,0.12901155959950175,0.18630411999481422,0.17321127700961164,0.04729147623270426,0.03268358550012118,0.21667709973108218,29499.89725600718,21109.810548017664,34201.45722465919,2378.9647839218433,0.10307075791053308,0.3267554905001831,0.4803128453557026,0.18105439741660984,0.05872345286331388,0.08619345453883791,0.163042893162472,59.89488602938398,0.7841604095658017,2.133209214826189,0.07912946544212733,0.005294959199852615
2019,41,Oregon,7622.0,0.18199475216211916,0.204552583529983,0.5053676888815021,0.5529806623789013,0.07307402049961863,0.547929849585216,0.14230237684331667,0.19828571577601922,0.21100059107526145,0.022598848624274106,0.02945394651207508,0.16459276621562702,35110.06963449831,24706.034353019168,34083.365674836095,2687.4818368238703,0.12329431635969716,0.33169540917321305,0.5117182508060603,0.2523191939184449,0.05434264867629252,0.06999867464472062,0.15120644079988865,43.01629489164477,0.8396953152840019,2.18981434831048,0.07385002905586574,0.0010320700413515588
2019,42,Pennsylvania,8311.0,0.18673442072165505,0.20520084808696523,0.5107309496985195,0.5303803182458601,0.06082656374724271,0.583423638311203,0.14635991329159867,0.20843268963908654,0.2059625266042644,0.016370346826575153,0.021000330495519096,0.16906560379016106,35398.7863968638,25859.505267345565,37763.34255297504,2945.814610526536,0.13413298511660962,0.3274253711669335,0.5148704627070059,0.24103020241620268,0.05959433334929439,0.07600311170397038,0.15003113969243373,50.18843064541084,0.7945252882188854,1.9045881854764912,0.06679524564503218,9.18685369906192E-4
2019,44,Rhode Island,7935.0,0.17692552397152622,0.1908933781779771,0.5118500681070948,0.505466030937518,0.04216220910530027,0.5999352439819854,0.1527534051187461,0.2001442378943533,0.20825101169478583,0.024033355957034475,0.020883343827080663,0.14664217391427473,36966.90945390665,27352.826534108768,38173.35739910314,2652.810760448988,0.11808439238371056,0.31050793827599843,0.5436211074411839,0.2598151149608113,0.05875523074759218,0.06853471101918987,0.13607070677512198,33.849429384845045,0.8235256914309664,1.9281614105106757,0.06032976482993049,0.0033255896715095232
2019,45,South Carolina,6020.0,0.1820260360159838,0.21563870123685255,0.5176111937854773,0.5265889695951261,0.11025024889710323,0.5175300084642496,0.1406928021249578,0.207065492470547,0.18935466215447197,0.057825701718914664,0.03243994519796594,0.20152915854327896,30871.327632880755,21358.43252315044,35878.65661425525,2877.6393833489296,0.12996507477401154,0.3445681776070685,0.48607632896292163,0.21254511320690953,0.05488555006162704,0.07661621911801665,0.1462099079498298,53.81662918924022,0.7621138016211427,2.095900646258464,0.0832868168633954,0.006691185410570484
2019,46,South Dakota,9912.0,0.1747780783330074,0.24329826520727196,0.4926858823569307,0.5578341485250249,0.09727589952738852,0.5385476211738082,0.18070691645029327,0.19280536342251647,0.13449023861171366,0.03480211019161055,0.037841699457078944,0.15685365773704896,31048.216221165443,21648.238598149117,32742.68761498983,2479.168628816301,0.11177414122277624,0.2703256282929355,0.5283956869256968,0.20959375307321804,0.03747206550772671,0.05956532404011037,0.12885077753122956,60.03669954988159,0.7352573138350483,2.3237009966552082,0.08593141538151988,0.002412228892714594
2019,47,Tennessee,6711.0,0.1664148548565317,0.22120830425465804,0.512437375296046,0.5500369444386686,0.10573709206999266,0.5243237322698177,0.13437364460182155,0.19027410928466607,0.19723761614508578,0.03999312361934254,0.02745090401855334,0.20100571460033087,31036.17800278628,22224.74920861586,37491.02015016246,2659.182422354446,0.11478210981298763,0.330066271557878,0.4959448975820502,0.2079236815462602,0.058464903661848415,0.0835263532602918,0.15805322869207902,48.10238912115588,0.776136030506764,2.2171293336500137,0.07071030845018739,0.0026995944165429083
2019,48,Texas,6166.0,0.12897700883791047,0.25502694675840337,0.5037567232394146,0.5035310360116322,0.18867866094498043,0.5070699524529019,0.10529868018150577,0.14111431896137247,0.16000676096028948,0.03219702136313775,0.021685769782266662,0.2031539583156656,31921.44182665117,24547.739636950504,37714.364812491825,1779.0703934810604,0.0802725738873049,0.29201506241524444,0.5031485334072104,0.20850147646833012,0.04285894951769184,0.06016954615036529,0.11902845786958499,54.276681960009086,0.8049358458879039,2.154537018551014,0.055866521179335785,0.0036287912755608286
2019,49,Utah,5547.0,0.11379188373646816,0.28995763512809586,0.49806391724408117,0.5110388220931154,0.09822492995853345,0.6413134545118807,0.147133867630206,0.12090707364226232,0.095571432938298,0.026022174962990783,0.015066635308385201,0.14018181148973255,31505.17220562465,24597.38852536434,32590.528804351445,1651.8637330869587,0.07955812272026022,0.24125113304665874,0.5152706304948474,0.21849319298630862,0.03145799165179332,0.03923476227698554,0.09410915551607352,55.81803939399181,0.8694075218702179,2.48682671451092,0.046603854448498704,0.0011818620206503017
2019,50,Vermont,9087.0,0.2005371889568566,0.1809150481819391,0.5041451051220455,0.5656525996451861,0.043213902809184135,0.5498141794166244,0.15163248070078159,0.2274607404938228,0.23985038197788744,0.025240829565905808,0.021409031248948298,0.147956133842103,35717.1229621035,24370.803876350383,26584.373758899597,3199.1252730416722,0.1363165055794253,0.3082971013912104,0.5564697454602565,0.29160930721535155,0.052300601452910225,0.07179613743190985,0.1531885978759241,49.85305557956608,0.6751208755282545,1.9524270459895927,0.06787299135080907,0.0014775901498263592
2019,51,Virginia,6706.0,0.1592828743044213,0.21750159539214897,0.5078377776442182,0.5328825347351461,0.08144238212111062,0.5890478364584508,0.1288175915254831,0.1753151741563694,0.13845367809502854,0.09091269083930338,0.02927308813910437,0.14106359554703118,40240.85992169896,30084.521463311135,39974.496440387906,2380.6461270837776,0.1254693475581274,0.2942002706572383,0.5326520859481421,0.28573974236364535,0.04700768635158565,0.061936948415204744,0.1241051657198584,48.771485058132754,0.819019206682101,2.2004995829779066,0.0867245448109248,0.015047005343201744
2019,53,Washington,7569.0,0.15866368706690953,0.21816616464604296,0.4996028177940255,0.5466533804217604,0.06619410147982381,0.5802044756242799,0.12483051304857468,0.17134094989909904,0.20070656278427024,0.048179928463866796,0.025279015739288785,0.1406854961717781,41063.58509856934,30983.238838155703,36475.587934815725,2447.929955154984,0.11579295992734238,0.3023694489206874,0.5261749574156853,0.2670762412551299,0.048310462143066224,0.06373576096210413,0.1304388649978404,54.05292824878243,0.8608207626817606,2.262255293672544,0.07668998106736365,0.008098734939545441
2019,54,West Virginia,9030.0,0.2043744179467421,0.200140390269325,0.5057330676557225,0.592525055143356,0.0703284942585625,0.5338233972994403,0.10010618548590043,0.2453883526295555,0.2701195828244,0.0246185162266265,0.036814502381780065,0.2278596566018301,27233.778004817686,18504.526152151582,27736.254074766,3343.4682646010624,0.14119935474043144,0.4046877850979858,0.4432817174037621,0.16190357152621968,0.07730225254959554,0.11366143513897019,0.2037092939362675,51.32937609651695,0.7087984411992989,2.0036336305001767,0.08095820264743908,7.304088336503647E-4
2019,55,Wisconsin,8137.0,0.1748332398443675,0.21672001777950595,0.504723625892539,0.5444733250733285,0.05954073502593589,0.6134781433331833,0.14780296350289243,0.19238157100621492,0.16522110856044053,0.015371406528609856,0.023451360719589094,0.14913608295087588,34430.98708993524,25232.581030544956,30502.731485710556,2782.8545484585998,0.13104571043656313,0.29064288234095914,0.534256463877478,0.22617413954370286,0.04310637097818541,0.06138377867400472,0.12355880719300553,50.492529205469516,0.8112790973671835,2.0886321768524985,0.06655292271239141,5.1559193285832E-4
